source_row,model,title,ground_truth_valid,ground_truth_source,ground_truth_count,matched_ground_truth,noise_label,noise_free,noise_reason,model_output_matches_ground_truth,model_output_issue,model_signature,relevant_nosmi,reaction_count,max_reactant_count,max_reagent_count,max_product_count,template_failure,missing_product_atom_maps,identical_structures,evaluation_error,many_reactants,many_products,many_reagents,no_reagent,rare_template,many_products_filtered,many_products_passed,many_reactants_filtered,many_reactants_passed,many_reagents_filtered,many_reagents_passed,no_reagent_filtered,no_reagent_passed,rare_template_filtered,rare_template_passed
213,gemini-3.6-flash-high,4'-Cyclohexylidenemethylbiphenyl-2-sulfonamide,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""NS(=O)(=O)c1ccccc1-c1ccc(C=C2CCCCC2)cc1""], ""reactants"": [""NS(=O)(=O)c1ccccc1-c1ccc(C=O)cc1"", ""c1ccc([PH](c2ccccc2)(c2ccccc2)C2CCCCC2)cc1""], ""reagents"": [""Br"", ""C1CCOC1"", ""CC(C)(C)O"", ""[KH]""]}",0,1,2,4,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
214,gemini-3.6-flash-high,"3-(4-Amino-2-fluorophenyl)-3-hydroxy-1-(1,1-diphenylmethyl)azetidine",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Nc1ccc(C2(O)CN(C(c3ccccc3)c3ccccc3)C2)c(F)c1""], ""reactants"": [""C[Si]1(C)CC[Si](C)(C)N1c1cccc(F)c1"", ""O=C1CN(C(c2ccccc2)c2ccccc2)C1""], ""reagents"": [""C1CCCCC1"", ""C1CCOC1"", ""CO"", ""O=C(O)O"", ""[KH]"", ""[Li][CH](C)CC""]}",0,1,2,8,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
215,gemini-3.6-flash-high,"(S)-α-methyl-1,3 benzodioxole-5-ethanol",True,human_validated,1,,noise-free,1,,0,NoSmi_in_skeleton,,1,1,0,0,1,1,1,0,Reaction contains an unresolved (NoSmi) compound.,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
216,gemini-3.6-flash-high,"3-Cyano-1-(2,6-dichloro-4-trifluoromethylphenyl)-4-formylpyrazole",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)cc1C=O""], ""reactants"": [""C=Cc1cn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)nc1C#N"", ""[O]=[Os](=[O])(=[O])=[O]""], ""reagents"": [""CC(C)(C)O"", ""CC(C)=O"", ""CN1(O)CCOCC1"", ""O"", ""O[IH](O)(O)O"", ""[NaH]""]}",0,1,2,6,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
217,gemini-3.6-flash-high,"N-[(3-methylpropyl)oxy]-1,2,3,4-tetrahydro-9-acridinamine",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,,0,1,0,0,0,1,1,0,Error: empty rxn_codes,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
218,gemini-3.6-flash-high,"Methyl (S)-2-[3-(2-benzyloxy-1-methylethyl)-2-(3,5-dimethylphenyl)-1H-pyrrolo[2,3-b]pyridin-5-yl]-2-methylpropanoate",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""COC(=O)C(C)(C)c1cnc2nc(-c3cc(C)cc(C)c3)c(C(C)COCc3ccccc3)c2c1""], ""reactants"": [""COC(=O)C(C)(C)c1cnc2nc(I)c(C(C)COCc3ccccc3)c2c1"", ""Cc1ccc(C)c(B(O)O)c1"", ""Cc1ccccc1""], ""reagents"": [""CO"", ""ClCCl"", ""O=C(O)O"", ""[Cl][Pd][Cl]"", ""[Fe]"", ""[NaH]"", ""c1ccc(P(c2ccccc2)c2cccc2)cc1""]}",0,1,3,9,1,0,0,0,,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1
219,gemini-3.6-flash-high,4-(4-Fluorophenoxy)thiophenol,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Fc1ccc(Oc2ccc(S)cc2)cc1""], ""reactants"": [""O=S(=O)(Cl)c1ccc(Oc2ccc(F)cc2)cc1""], ""reagents"": [""C1CCOC1"", ""[AlH3]"", ""[LiH]""]}",0,1,1,3,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
220,gemini-3.6-flash-high,"cis-(3,5-Bis-trifluoromethyl-benzyl)-(1-butyl-6,7-dimethoxy-2-methyl-1,2,3,4-tetrahydro-quinolin-4-yl)-carbamic acid methyl ester",True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""CCCCN1c2cc(OC)c(OC)cc2C(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)OC)CC1C"", ""Cl""], ""reactants"": [""CCCC=O"", ""CCCCN1c2cc(OC)c(OC)cc2C(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)OC)CC1C"", ""COC(=O)N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CC(C)Nc2cc(OC)c(OC)cc21"", ""Cl""], ""reagents"": [""CC(=O)O"", ""CC(=O)OB(OC(C)=O)OC(C)=O"", ""CC(Cl)Cl"", ""CCOCC"", ""[NaH]""]}",0,2,2,4,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
221,gemini-3.6-flash-high,phenoxyacetic acid,True,human_validated,1,,noise-free,1,,0,ground_truth_mismatch,"{""products"": [""O=C(O)COc1ccccc1""], ""reactants"": [""CCOC(=O)CCl"", ""O"", ""Oc1ccccc1""], ""reagents"": [""CC(C)=O"", ""I"", ""O=C(O)O"", ""[H]O[H]"", ""[KH]"", ""[NaH]""]}",0,1,3,8,1,0,0,0,,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1
222,gemini-3.6-flash-high,1-hydroxymethyl-3-adamantanol,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""OCC12CC3CC(CC(O)(C3)C1)C2""], ""reactants"": [""O=C(O)C12CC3CC(CC(O)(C3)C1)C2""], ""reagents"": [""C1CCOC1"", ""[AlH3]"", ""[LiH]""]}",0,1,1,3,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
223,gemini-3.6-flash-high,"[2-(R,S)-Benzylcarbamoyl-3-(4-cyano-phenyl)-propionylamino]-(S)-cyclohexyl-acetic Acid Methyl Ester",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""COC(=O)C(NC(=O)C(Cc1ccc(C#N)cc1)C(=O)NCc1ccccc1)C1CCCCC1""], ""reactants"": [""COC(=O)C(N)C1CCCCC1"", ""N#Cc1ccc(CC(C(=O)O)C(=O)NCc2ccccc2)cc1""], ""reagents"": [""C(=NC1CCCCC1)=NC1CCCCC1"", ""CCN(C(C)C)C(C)C"", ""CN(C)C=O"", ""Cc1ccccc1"", ""O=c1c2ccccc2nnn1O""]}",0,1,2,5,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
224,gemini-3.6-flash-high,2-(4-methyl-2-phenylpiperazin-1-yl)pyridine-3-methanol,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CN1CCN(c2ncccc2CO)C(c2ccccc2)C1""], ""reactants"": [""CN1CCN(c2ncccc2C(=O)O)C(c2ccccc2)C1""], ""reagents"": [""C1CCOC1"", ""[AlH3]"", ""[LiH]""]}",0,1,1,4,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
225,gemini-3.6-flash-high,4-fluoro-3′-methoxy-3-nitrobiphenyl,True,human_validated,1,,noise-free,1,,0,ground_truth_mismatch,"{""products"": [""COc1cccc(-c2ccc(F)c(N(=O)O)c2)c1""], ""reactants"": [""COc1cccc(B(O)O)c1"", ""O=N(O)c1cc(Br)ccc1F""], ""reagents"": [""Cc1ccccc1"", ""O"", ""O=C(O)O"", ""[NaH]"", ""[Pd]"", ""c1ccc(P(c2ccccc2)c2ccccc2)cc1""]}",0,1,2,10,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
226,gemini-3.6-flash-high,"[4-[4-[4-(hydroxydiphenylmethyl)-1-piperidinyl]-1-oxobutyl]phenyl]methyl-propanedioic acid, diethyl ester",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCOC(=O)C(Cc1ccc(C(=O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1)C(=O)OCC""], ""reactants"": [""CCOC(=O)C(Cc1ccc(C(=O)CCCCl)cc1)C(=O)OCC"", ""OC(c1ccccc1)(c1ccccc1)c1ccncc1""], ""reagents"": [""Cc1ccccc1"", ""O"", ""O=C(O)O"", ""[KH]""]}",0,1,2,5,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
227,gemini-3.6-flash-high,N-(4-n-butoxyphenyl)-2-(1-benzyl-4-hydroxypiperidin-4-yl)acetamide,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCCCOc1ccc(NC(=O)CC2(O)CCN(Cc3ccccc3)CC2)cc1""], ""reactants"": [""CCCCOc1ccc(N)cc1"", ""O=C(O)CC1(O)CCN(Cc2ccccc2)CC1""], ""reagents"": [""ClCCl"", ""O=P(Cl)(Cl)Cl"", ""[LiH]"", ""c1ccncc1""]}",0,1,2,4,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
228,gemini-3.6-flash-high,(R)-(+)-(1-Aza-bicyclo[2.2.2]oct-3-yl)-carbamic acid benzyl ester,True,human_validated,1,,noise-free,1,,0,NoSmi_in_skeleton,,1,1,0,0,0,1,1,0,Reaction contains an unresolved (NoSmi) compound.,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
229,gemini-3.6-flash-high,[(2S)-2-(4-bromophenoxy)propyl][(methylethyl)sulfonyl]amine,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CC(CNS(=O)(=O)C(C)C)Oc1ccc(Br)cc1""], ""reactants"": [""CC(C)S(=O)(=O)Cl"", ""CC(CN)Oc1ccc(Br)cc1""], ""reagents"": [""CCN(CC)CC"", ""CN(C)c1ccncc1"", ""ClCCl"", ""O"", ""[NaH]""]}",0,1,2,7,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
230,gemini-3.6-flash-high,"tert-Butyl (5-methyl-3-naphthylcarbonyl-2,4-dioxo-5-phenylimidazolidinyl)acetate (Compound 14)",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CC(C)(C)OC(=O)CN1C(=O)N(C(=O)c2cccc3ccccc23)C(=O)C1(C)c1ccccc1""], ""reactants"": [""CC(C)(C)OC(=O)CBr"", ""CC1(c2ccccc2)NC(=O)N(C(=O)c2cccc3ccccc23)C1=O""], ""reagents"": [""CN(C)C=O"", ""O=C(O)O"", ""[KH]""]}",0,1,2,4,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
231,gemini-3.6-flash-high,Methyl (2E)-3-[3-[2-[[4-fluoro-2-(trifluoromethyl)phenyl]amino]-2-oxoethyl]-7-methyl-2-oxo-4-phenyl-2H-chromen-6-yl]propenoate,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""COC(=O)C=Cc1cc2c(-c3ccccc3)c(CC(=O)Nc3ccc(F)cc3C(F)(F)F)c(=O)oc2cc1C""], ""reactants"": [""C=CC(=O)OC"", ""Cc1cc2oc(=O)c(CC(=O)Nc3ccc(F)cc3C(F)(F)F)c(-c3ccccc3)c2cc1Br""], ""reagents"": [""CC(=O)O"", ""CCN(CC)CC"", ""CN(C)C=O"", ""[Pd]"", ""c1ccc(P(c2ccccc2)c2ccccc2)cc1""]}",0,1,2,6,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
232,gemini-3.6-flash-high,"4-(3,5,5,8,8-Pentamethyl-5,6,7,8-tetrahydro-2-naphthylselanyl)benzoic acid",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Cc1cc2c(cc1[Se]c1ccc(C(=O)O)cc1)C(C)(C)CCC2(C)C""], ""reactants"": [""CCOC(=O)c1ccc([Se]c2cc3c(cc2C)C(C)(C)CCC3(C)C)cc1""], ""reagents"": [""C1CCOC1"", ""CO"", ""O"", ""[NaH]""]}",0,1,1,5,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
233,gemini-3.6-flash-high,"2,3-Dihydroxy-4methoxy-benzaldehyde (6b)",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""COc1ccc(C=O)c(O)c1O""], ""reactants"": [""COc1ccc(C=O)c(OC)c1OC""], ""reagents"": [""ClB(Cl)Cl"", ""ClCCl""]}",0,1,1,3,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
234,gemini-3.6-flash-high,tert-Butyl 6-(methoxymethyl)pyrimidin-4-ylcarbamate (24-4),True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""COCc1cc(NC(=O)OC(C)(C)C)ncn1""], ""reactants"": [""CC(C)(C)OC(N)=O"", ""COCc1cc(Cl)ncn1""], ""reagents"": [""C1COCCO1"", ""CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21"", ""O=C(C=Cc1ccccc1)C=Cc1ccccc1"", ""O=C(O)O"", ""[CsH]"", ""[Pd]""]}",0,1,2,10,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
235,gemini-3.6-flash-high,"1a, 1-[2-(2-Trifluoromethylphenylsulfanyl)phenyl]piperazine",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,,1,1,0,0,0,1,1,0,Reaction contains an unresolved (NoSmi) compound.,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
236,gemini-3.6-flash-high,"[4-(4,9-dimethoxy-1-oxo-1,3-dihydro-2H-benzo[f]isoindol-2-yl)phenyl]acetic acid",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""COc1c2c(c(OC)c3ccccc13)C(=O)N(c1ccc(CC(=O)O)cc1)C2""], ""reactants"": [""CCOC(=O)c1c(C)c(OC)c2ccccc2c1OC"", ""Nc1ccc(CC(=O)O)cc1""], ""reagents"": [""CC(=O)O"", ""CCN(CC)CC"", ""CN(C)C=O"", ""ClC(Cl)(Cl)Cl"", ""O=C1CCC(=O)N1Br"", ""c1ccc(COOCc2ccccc2)cc1""]}",0,1,2,6,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
237,gemini-3.6-flash-high,"2-(2,4-dichloro-phenyl)-7-hydroxy-1H-benzoimidazole-4-carboxylic acid",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""O=C(O)c1ccc(O)c2nc(-c3ccc(Cl)cc3Cl)nc12""], ""reactants"": [""COC(=O)c1ccc(OC)c2nc(-c3ccc(Cl)cc3Cl)nc12""], ""reagents"": [""Cc1ccccc1"", ""[Cl][Al]([Cl])[Cl]""]}",0,1,1,2,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
238,gemini-3.6-flash-high,3-Amino-2-Phenylindole,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Nc1c(-c2ccccc2)nc2ccccc12""], ""reactants"": [""O=Nc1c(-c2ccccc2)nc2ccccc12""], ""reagents"": [""CCO"", ""O"", ""O=S(O)S(=O)O"", ""[NaH]""]}",0,1,1,6,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
239,gemini-3.6-flash-high,"9,9-Diethyl-7-bromo-fluorene-2-carboxaldehyde",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCC1(CC)c2cc(Br)ccc2-c2ccc(C=O)cc21""], ""reactants"": [""CCC1(CC)c2cc(Br)ccc2-c2ccc(Br)cc21"", ""CN(C)C=O""], ""reagents"": [""C1CCOC1"", ""CCCCCC"", ""[Li][CH2]CCC""]}",0,1,2,4,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
240,gemini-3.6-flash-high,2-Isopropoxy-6-pentadecylbenzoic Acid,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCCCCCCCCCCCCCCc1cccc(OC(C)C)c1C(=O)O""], ""reactants"": [""CCCCCCCCCCCCCCCc1cccc(OC(C)C)c1C(=O)OC(C)C""], ""reagents"": [""CC(C)(C)O"", ""CS(C)=O"", ""[KH]""]}",0,1,1,3,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
241,gemini-3.6-flash-high,N-[3-(2-Fluoro-4′-hydroxymethyl-biphenyl-4-yl)-2-oxo-oxazolidin-5-ylmethyl]-acetamide,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CC(=O)NCC1CN(c2ccc(-c3ccc(CO)cc3)c(F)c2)C(=O)O1""], ""reactants"": [""CC(=O)NCC1CN(c2ccc(I)c(F)c2)C(=O)O1"", ""OCc1ccc(B(O)O)cc1""], ""reagents"": [""CCO"", ""Cc1ccccc1"", ""O"", ""O=C(O)O"", ""[KH]"", ""[Pd]"", ""c1ccc(P(c2ccccc2)c2ccccc2)cc1""]}",0,1,2,11,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
242,gemini-3.6-flash-high,(1-Diazo-2-oxo-propyl)-phosphonic acid dimethyl ester,True,human_validated,1,,noise-free,1,,0,ground_truth_mismatch,"{""products"": [""COP(=O)(OC)C(=N=N)C(C)=O""], ""reactants"": [""COP(=O)(CC(C)=O)OC"", ""CS(=O)(=O)N=N=N""], ""reagents"": [""C1CCOC1"", ""CS(=O)(=O)Cl"", ""Cc1ccccc1"", ""N=N=N"", ""[HH]"", ""[NaH]""]}",0,1,2,8,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
243,gemini-3.6-flash-high,"4-(3-(2,6-Dimethylbenzyloxy)-phenyl)-4(R)-hydroxybutanoic acid",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Cc1cccc(C)c1COc1cccc(C(O)CCC(=O)O)c1""], ""reactants"": [""Cc1cccc(C)c1COc1cccc(C(=O)CCC(=O)O)c1""], ""reagents"": [""B"", ""CO"", ""Cl"", ""[Ce]"", ""[NaH]""]}",0,1,1,7,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
244,gemini-3.6-flash-high,B. Preparation of 4-Nitro-heptanedial,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""O=CCCC(CCC=O)N(=O)O""], ""reactants"": [""O=N(O)C(CCC(O)S(=O)(=O)O)CCC(O)S(=O)(=O)O""], ""reagents"": [""ClCCl"", ""O"", ""O=C(O)O"", ""O=CC(=O)O"", ""[NaH]""]}",0,1,1,7,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
245,gemini-3.6-flash-high,N1-(4-Methoxyphenyl)-5-amino-3-tert-butylpyrazole,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""COc1ccc(-n2nc(C(C)(C)C)cc2N)cc1""], ""reactants"": [""CC(C)(C)C(=O)CC#N"", ""COc1ccc(NN)cc1""], ""reagents"": [""CC(=O)O"", ""CCO"", ""Cl""]}",0,1,2,3,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
246,gemini-3.6-flash-high,"2-Benzyloxycarbonylamino-3-(2,4-dichlorobenzenesulfonylamino)-2-methylpropionic Acid",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CC(CNS(=O)(=O)c1ccc(Cl)cc1Cl)(NC(=O)OCc1ccccc1)C(=O)O""], ""reactants"": [""COC(=O)C(C)(CNS(=O)(=O)c1ccc(Cl)cc1Cl)NC(=O)OCc1ccccc1"", ""O""], ""reagents"": [""CO"", ""O=C(O)O"", ""[KH]"", ""[NaH]""]}",0,1,2,6,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
247,gemini-3.6-flash-high,2-(1H-Indol-4-yl)-6-(4-methyl-piperazin-1-ylmethyl)-4-morpholin-4-yl-thieno[3.2-d]pyrimidine,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CN1CCN(Cc2cc3nc(-c4cccc5nccc45)nc(N4CCOCC4)c3s2)CC1""], ""reactants"": [""CN1CCN(Cc2cc3nc(Cl)nc(N4CCOCC4)c3s2)CC1"", ""OB(O)c1cccc2nccc12""], ""reagents"": [""CCO"", ""Cc1ccccc1"", ""Cl"", ""O"", ""O=C(O)O"", ""[NaH]"", ""[Pd]"", ""c1ccc(P(c2ccccc2)c2ccccc2)cc1""]}",0,1,2,10,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
248,gemini-3.6-flash-high,"2-(5-Benzylbenzofuran-2-yl)-5-(hydroxymethyl)benzonitrile (Step 3, scheme 5)",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""N#Cc1cc(CO)ccc1-c1cc2cc(Cc3ccccc3)ccc2o1""], ""reactants"": [""CCOC(=O)c1ccc(-c2cc3cc(Cc4ccccc4)ccc3o2)c(C#N)c1""], ""reagents"": [""B"", ""CCO"", ""Cl"", ""[CaH2]"", ""[NaH]""]}",0,1,1,6,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
249,gemini-3.6-flash-high,2(S)-allyloxy-3-[3′-(3-heptyl-1-methylureido)biphenyl-4-yl]propanoic acid,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""C=CCOC(Cc1ccc(-c2cccc(N(C)C(=O)NCCCCCCC)c2)cc1)C(=O)O""], ""reactants"": [""C=CCOC(Cc1ccc(-c2cccc(N(C)C(=O)NCCCCCCC)c2)cc1)C(=O)OC"", ""O""], ""reagents"": [""C1CCOC1"", ""CO"", ""[NaH]""]}",0,1,2,3,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
250,gemini-3.6-flash-high,irbesartan,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnnn2)cc1""], ""reactants"": [""CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C#N)cc1"", ""N=N=N""], ""reagents"": [""C1CNCCN1"", ""CN1CCCC1=O"", ""[NaH]""]}",0,1,2,3,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
251,gemini-3.6-flash-high,"4-(6-Chloro-7-(4-phenethylpiperazin-1-yl)-3H-imidazo[4,5-b]pyridin-2-yl)-N,N-dimethylaniline",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CN(C)c1ccc(-c2nc3ncc(Cl)c(N4CCN(CCc5ccccc5)CC4)c3n2)cc1""], ""reactants"": [""CN(C)c1ccc(C=O)cc1"", ""Nc1ncc(Cl)c(N2CCN(CCc3ccccc3)CC2)c1N(=O)O""], ""reagents"": [""CCO"", ""CN(C)C=O"", ""O"", ""O=S(O)S(=O)O"", ""[NaH]""]}",0,1,2,6,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
252,gemini-3.6-flash-high,2-(2-benzyloxypyridin-3-yl)-4-tert-butyl-5-methoxybenzoic acid methyl ester,False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,,1,1,0,0,1,1,1,0,Reaction contains an unresolved (NoSmi) compound.,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
253,gemini-3.6-flash-high,"2-(1H-Indazol-4-yl)-4-morpholin-4-yl-thieno[3,2-d]pyrimidine-6-carbaldehyde",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""O=Cc1cc2nc(-c3cccc4nncc34)nc(N3CCOCC3)c2s1""], ""reactants"": [""CC1(C)OB(c2cccc3nncc23)OC1(C)C"", ""O=Cc1cc2nc(Cl)nc(N3CCOCC3)c2s1""], ""reagents"": [""CCO"", ""Cc1ccccc1"", ""Cl"", ""O"", ""O=C(O)O"", ""[NaH]"", ""[Pd]"", ""c1ccc(P(c2ccccc2)c2ccccc2)cc1""]}",0,1,2,11,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
254,gemini-3.6-flash-high,5-chloro-N-((1-(3-fluoro-4-iodophenyl)-1H-imidazol-4-yl)methyl)thiophene-2-carboxamide,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""O=C(NCc1cn(-c2ccc(I)c(F)c2)cn1)c1ccc(Cl)s1""], ""reactants"": [""NCc1cn(-c2ccc(I)c(F)c2)cn1"", ""O=C(O)c1ccc(Cl)s1""], ""reagents"": [""CCN(CC)CC"", ""CN(C)C=O"", ""CN(C)[PH](On1nnc2ccccc21)(N(C)C)N(C)C"", ""FP(F)(F)(F)(F)F""]}",0,1,2,5,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
255,gemini-3.6-flash-high,1-Methyl-piperidine-4-carboxylic acid [2-(2-methoxy-benzylamino)-quinolin-6-yl]-amide,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""COc1ccccc1CNc1ccc2cc(NC(=O)C3CCN(C)CC3)ccc2n1""], ""reactants"": [""CN1CCC(C(=O)O)CC1"", ""COc1ccccc1CNc1ccc2cc(N)ccc2n1""], ""reagents"": [""C1CCOC1"", ""CCN(C(C)C)C(C)C"", ""CCN=C=NCCCN(C)C"", ""CN(C)C(On1nnc2ccccc21)=N(C)C"", ""Cl"", ""FB(F)(F)F""]}",0,1,2,7,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
256,gemini-3.6-flash-high,3-(3-fluoro-5-nitrophenoxy)pyridine,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""O=N(O)c1cc(F)cc(Oc2cccnc2)c1""], ""reactants"": [""O=N(O)c1cc(F)cc(F)c1"", ""Oc1cccnc1""], ""reagents"": [""CN(C)C=O"", ""O=C(O)O"", ""[KH]""]}",0,1,2,4,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
257,gemini-3.6-flash-high,"(S)-1-(1-PHENYLPROPYL)-6-(QUINOLIN-5-YL)-1H-IMIDAZO[4,5-B]PYRAZIN-2(3H)-ONE",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCC(Nc1nc(-c2cccc3ncccc23)cnc1N)c1ccccc1""], ""reactants"": [""CCC(Nc1nc(Br)cnc1N)c1ccccc1"", ""OB(O)c1cccc2ncccc12""], ""reagents"": [""CN(C)C=O"", ""O"", ""O=C(O)O"", ""[KH]"", ""[Pd]"", ""c1ccc(P(c2ccccc2)c2ccccc2)cc1""]}",0,1,2,10,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
258,gemini-3.6-flash-high,2-Bromo-4-(prop-1-ynyl)pyridine,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CC#Cc1ccnc(Br)c1""], ""reactants"": [""Brc1cc(I)ccn1"", ""CC#C[Si](C)(C)C""], ""reagents"": [""C1CCOC1"", ""CCCCN(CCCC)(CCCC)CCCC"", ""CCN(CC)CC"", ""Cc1ccccc1"", ""F"", ""[I][Cu][I]"", ""[Pd]"", ""c1ccc(P(c2ccccc2)c2ccccc2)cc1""]}",0,1,2,11,1,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
