idx,title,paragraph,prediction,error
10,"(3β,5β,14β,17β)-14-Amino-3-[[[[2-hydroxy-1-(phenylmethyl)ethyl]amino]carbonyl]oxy]androstane-17-carboxylic Acid, Methyl Ester Hydrochloride","To a solution of 1.4 g (0.004 mole) of (3β,5β,14β,17β)-14-Amino-3-hydroxyandrostane-17-carboxylic Acid, Methyl Ester, prepared according to the procedure described in U.S. Pat. No. 4,885,280, incorporated by reference herein, in 40 ml of CH2Cl2 under N2 and stirring, is added 0.72 g (0.0044 mole) of 1,1'-carbonyldiimidazole. The solution is allowed to stir for 2 days and then 1.8 g (0.012 mole) of (S)-2-amino-3-phenyl-1-propanol is added. No product appeared to form (TLC) after 3 days of stirring and an additional 0.6 g (0.004 mole) of the amine is added and the solution is heated at boiling for 2 days. After cooling to ambient temperature, the solution is allowed to stir further for an additional 10 days. The solution is concentrated at reduced pressure and the residue is taken up with fresh CH2Cl2. The solution is washed with water until the washing is neutral. After drying over MgSO4, CH2Cl2 is removed under reduced pressure and the residual solid is purified by flash chromatography (5% MeOH/CH2Cl2, NH4OH). The fractions are combined and concentrated to yield the free base which is treated with ethanolic HCl to yield (3β(S),5β,14β,17β)-14-Amino-3-[[[[2-hydroxy-1-(phenylmethyl)ethyl]amino]carbonyl]oxy]androstane-17-carboxylic Acid, Methyl Ester Hydrochloride Final Product.","{""Reactants, Solvents, Catalysts"": {""A"": ""(3β,5β,14β,17β)-14-amino-3-hydroxyandrostane-17-carboxylic acid methyl ester"", ""B"": ""methylene chloride"", ""C"": ""1,1'-carbonyldiimidazole"", ""D"": ""(S)-2-amino-3-phenyl-1-propanol"", ""E"": ""water"", ""F"": ""magnesium sulfate"", ""G"": ""methanol"", ""H"": ""ammonia"", ""I"": ""ethanolic hydrochloric acid""}, ""Products"": {""J"": ""(3β(S),5β,14β,17β)-14-amino-3-[[[[2-hydroxy-1-(phenylmethyl)ethyl]amino]carbonyl]oxy]androstane-17-carboxylic acid methyl ester hydrochloride""}, ""Reaction Steps"": {""1 (Reaction, Add)"": ""A+B+C->mixture1"", ""2 (Reaction, Stir)"": ""mixture1->mixture2"", ""3 (Reaction, Add)"": ""mixture2+D->mixture3"", ""4 (Reaction, Stir)"": ""mixture3->mixture4"", ""5 (Reaction, Add)"": ""mixture4+D->mixture5"", ""6 (Reaction, Heat)"": ""mixture5->mixture6"", ""7 (Reaction, Cool and Stir)"": ""mixture6->mixture7"", ""8 (Work-up, Concentrate)"": ""mixture7->mixture8"", ""9 (Work-up, Dissolve)"": ""mixture8+B->mixture9"", ""10 (Work-up, Wash)"": ""mixture9+E->mixture10"", ""11 (Work-up, Dry)"": ""mixture10+F->mixture11"", ""12 (Work-up, Evaporate)"": ""mixture11->mixture12"", ""13 (Work-up, Purify)"": ""mixture12+G+B+H->mixture13"", ""14 (Work-up, Combine and Concentrate)"": ""mixture13->mixture14"", ""15 (Work-up, Treat)"": ""mixture14+I->J""}}",
11,4-isopropylphenylacetimidate hydrochloride,"To a solution of 4-isopropylphenylacetonitrile (2 g, 12.5 mmol) in anhydrous ether (50 mL) was added absolute ethanol (0.5 g, 12.5 mmol) and an excess of HCl gas was passed into the solution with cooling in an ice bath. The resulting solution was allowed to stir at 0° C. for 1.5 hours and at room temperature overnight. The white solid was collected by filtration, washed with ether (2×20 mL) and dried to give 2.52 g (84%) of 4-isopropylphenylacetimidate hydrochloride as white crystals, mp 118-120° C. A solution of ethylenediamine (1.25 g, 20 mmol) in absolute ethanol (5 mL) was added to a solution of the imidate hydrochloride (2.5 g, 10 mmol) in absolute ethanol (15 mL) cooled at ice-bath temperature. After stirring at 0° C. for 1 hour, the solution was heated at reflux for 20 minutes. The solvent was evaporated and the oily residue was washed with water (2×3 mL) and extracted with methylene chloride (3×15 mL). The solution was dried (MgSO4), filtered and evaporated under reduced pressure to afford 2 g of the free base of the title compound. A solution of the free base in anhydrous ether was treated with dry HCl gas. The crude salt was collected and recrystallized from ethanol/ether to give 1.95 g (79%) of the title compound as a white solid. mp 176-178° C.; Anal. C13H18N2.HCl: C, H, N.","{""Reactants, Solvents, Catalysts"": {""A"": ""4-isopropylphenylacetonitrile"", ""B"": ""anhydrous ether"", ""C"": ""absolute ethanol"", ""D"": ""hydrogen chloride gas"", ""E"": ""ethylenediamine"", ""F"": ""water"", ""G"": ""methylene chloride"", ""H"": ""magnesium sulfate""}, ""Products"": {""I"": ""4-isopropylphenylacetimidate hydrochloride"", ""J"": ""free base of 4-isopropylphenylacetimidate"", ""K"": ""4-isopropylphenylacetimidate hydrochloride""}, ""Reaction Steps"": {""1 (Reaction, Add and Bubble)"": ""A+B+C+D->mixture1"", ""2 (Reaction, Stir)"": ""mixture1->mixture2"", ""3 (Work-up, Filter)"": ""mixture2->mixture3"", ""4 (Work-up, Wash)"": ""mixture3+B->I"", ""5 (Reaction, Add)"": ""E+C->mixture4"", ""6 (Reaction, Add and Stir)"": ""I+C->mixture5"", ""7 (Reaction, Heat)"": ""mixture5->mixture6"", ""8 (Work-up, Evaporate)"": ""mixture6->mixture7"", ""9 (Work-up, Wash)"": ""mixture7+F->mixture8"", ""10 (Work-up, Extract)"": ""mixture8+G->mixture9"", ""11 (Work-up, Dry)"": ""mixture9+H->mixture10"", ""12 (Work-up, Filter and Evaporate)"": ""mixture10->J"", ""13 (Reaction, Add and Treat)"": ""J+B+D->mixture11"", ""14 (Work-up, Collect and Recrystallize)"": ""mixture11+C+B->K""}}",
12,sodium (Z)-3-(4-chlorophenyl)-3-(4-methanesulphonylphenyl)-2-(2-hydroxyethyl)prop-2-enoate,"To a solution of 5 g (0.0122 mole) of ethyl (Z)-3-(4-chlorophenyl)-3-(4-methanesulphonylphenyl)-2-(2-hydroxyethyl)prop-2-enoate, prepared in example 4, in 10 ml of ethanol are added 11 ml (0.011 mole) of 1 M sodium hydroxide. The mixture is heated for 2 hours under reflux, then evaporated to dryness in vacuo. The crystals obtained are washed with ethyl acetate and with diethyl ether and then dried to provide 4.5 g of sodium (Z)-3-(4-chlorophenyl)-3-(4-methanesulphonylphenyl)-2-(2-hydroxyethyl)prop-2-enoate as crystals with melting point of 257-259° C.","{""Reactants, Solvents, Catalysts"": {""A"": ""ethyl (Z)-3-(4-chlorophenyl)-3-(4-methanesulphonylphenyl)-2-(2-hydroxyethyl)prop-2-enoate"", ""B"": ""ethanol"", ""C"": ""sodium hydroxide"", ""D"": ""ethyl acetate"", ""E"": ""diethyl ether""}, ""Products"": {""F"": ""sodium (Z)-3-(4-chlorophenyl)-3-(4-methanesulphonylphenyl)-2-(2-hydroxyethyl)prop-2-enoate""}, ""Reaction Steps"": {""1 (Reaction, Add)"": ""A+B+C->mixture1"", ""2 (Reaction, Heat)"": ""mixture1->mixture2"", ""3 (Work-up, Evaporate)"": ""mixture2->mixture3"", ""4 (Work-up, Wash)"": ""mixture3+D->mixture4"", ""5 (Work-up, Wash)"": ""mixture4+E->mixture5"", ""6 (Work-up, Dry)"": ""mixture5->F""}}",
13,Cis-3-[2-[2-methyl-3-[4-(aminoiminomethyl)phenyl]-isoxazolidin-5-yl]acetyl]amino-N-(3-methylphenylsulfonyl)-L-alanine monohydrogenchloride,"Cis-3-[2-[2-methyl-3-[4-(aminoiminomethyl)phenyl]-isoxazolidin-5-yl] -acetyl] amino-N-(3-methylphenylsulfonyl)-L-alanine methyl ester(100 mg, 0.19 mmol) was dissolved in 3N HCl(3 ml). The resulting solution was stirred at rt for 36 hrs and then concentrated to yield the acid as an amorphous solid(90 mg, 90% yield). The acid was further purified by reverse HPLC using water and 0.1% TFA in acetonitrile as eluent. 1H NMR(300 MHz, DMSO-d6)δ2.24(m, 1H), 2.38(s, 3H), 2.54(s, 3H), 2.60(m, 1H), 2.98(m, 1H), 3.08(m, 1H), 3.22(m,1H), 3.36(m, 1H), 3.86(m, 1H), 4.40(m,1H), 4.74(m, 1H), 7.43(m, 2H), 7.38(m, 2H), 7.80(d, J=7, 1H), 7.94(d, J=7, 2H), 8.20(m, 2H); MS(ESI) Calc. for (M+1)+ : 504. Found: 504.","{""Reactants, Solvents, Catalysts"": {""A"": ""Cis-3-[2-[2-methyl-3-[4-(aminoiminomethyl)phenyl]-isoxazolidin-5-yl]-acetyl] amino-N-(3-methylphenylsulfonyl)-L-alanine methyl ester"", ""B"": ""3N hydrochloric acid"", ""C"": ""water"", ""D"": ""0.1% trifluoroacetic acid in acetonitrile""}, ""Products"": {""E"": ""Cis-3-[2-[2-methyl-3-[4-(aminoiminomethyl)phenyl]-isoxazolidin-5-yl]-acetyl] amino-N-(3-methylphenylsulfonyl)-L-alanine monohydrogenchloride""}, ""Reaction Steps"": {""1 (Reaction, Dissolve)"": ""A+B->mixture1"", ""2 (Reaction, Stir)"": ""mixture1->mixture2"", ""3 (Work-up, Concentrate)"": ""mixture2->mixture3"", ""4 (Work-up, Purify)"": ""mixture3+C+D->E""}}",
14,"sodium 3, 6, 8-trisulfonaphthylthiourea","Solid sodium 3, 6, 8-trisulfonaphthylisothiocyanate (250 mg; 0.5 mmol) was added to a solution of PAMAM 4.0 (51 mg; 0.01 mmol) and N,N-dimethyl-N-allylamine buffer (pH 9.5; 1 ml) in water (2 ml) and the mixture heated under nitrogen at 53° for two hours and then cooled. The mixture was concentrated under reduced pressure to give an orange solid. The residual solid was dissolved in water (2 ml) and passed through a short column of Amberlite IR-120(Na). The filtrate was then concentrated and the residue purified by gel filtration (Sephadex LH20; water). The pure fractions were combined and freeze dried to give the sodium 3, 6, 8-trisulfonaphthylthiourea terminated PAMAM 4.0 dendrimer as an off-white solid (102 mg). 1H nmr (D2O): δ 2.65; 3.02; 3.30; 3.66; 8.05; 8.42; 8.59; 8.67. 13 C nmr (D2O): δ 33.2; 38.7; 43.2; 43.7; 47.8; 54.0; 54.3; 56.7; 131.0; 131.3; 131.9; 135.9; 138.0; 139.6; 143.8; 144.1; 145.6; 176.2; 176.5; 186.0.","{""Reactants, Solvents, Catalysts"": {""A"": ""sodium 3,6,8-trisulfonaphthylisothiocyanate"", ""B"": ""PAMAM 4.0"", ""C"": ""N,N-dimethyl-N-allylamine buffer (pH 9.5)"", ""D"": ""water"", ""E"": ""Amberlite IR-120(Na)"", ""F"": ""Sephadex LH20""}, ""Products"": {""G"": ""sodium 3,6,8-trisulfonaphthylthiourea terminated PAMAM 4.0 dendrimer""}, ""Reaction Steps"": {""1 (Reaction, Add)"": ""A+B+C+D->mixture1"", ""2 (Reaction, Heat)"": ""mixture1->mixture2"", ""3 (Work-up, Cool)"": ""mixture2->mixture3"", ""4 (Work-up, Concentrate)"": ""mixture3->mixture4"", ""5 (Work-up, Dissolve)"": ""mixture4+D->mixture5"", ""6 (Work-up, Pass through column)"": ""mixture5+E->mixture6"", ""7 (Work-up, Concentrate)"": ""mixture6->mixture7"", ""8 (Work-up, Purify)"": ""mixture7+F+D->mixture8"", ""9 (Work-up, Combine and Freeze dry)"": ""mixture8->G""}}",
15,Benzyl trans4-aminomethylcyclohexane1-carboxylate-p-toluenesulfonic acid salt,"A mixture of 10.0 g (63.6 mmol) of trans-4-aminomethylcyclohexane-1-carboxylic acid, 25.1 g (132 mmol) of 4-toluenesulfonic acid, 50 mL (482 mmol) of benzyl alcohol, and 75 mL of toluene was heated to reflux under a N2 atmosphere using a Dean-Stark trap to collect water formed during the reaction. During reflux, all solids dissolved to leave a colorless solution. After 3 hours at reflux, the solution began to turn yellow. Heat was removed, and the flask allowed to cool to room temperature. The solids which separated out were collected and washed with diethyl ether. There was obtained 24.5 g (58.4 mmol, 92% yield) of product as a white solid.","{""Reactants, Solvents, Catalysts"": {""A"": ""trans-4-aminomethylcyclohexane-1-carboxylic acid"", ""B"": ""4-toluenesulfonic acid"", ""C"": ""benzyl alcohol"", ""D"": ""toluene"", ""E"": ""diethyl ether""}, ""Products"": {""F"": ""benzyl trans-4-aminomethylcyclohexane-1-carboxylate-p-toluenesulfonic acid salt""}, ""Reaction Steps"": {""1 (Reaction, Heat and Reflux)"": ""A+B+C+D->mixture1"", ""2 (Work-up, Cool)"": ""mixture1->mixture2"", ""3 (Work-up, Separate)"": ""mixture2->mixture3"", ""4 (Work-up, Wash)"": ""mixture3+E->F""}}",
16,b) Synthesis of Ala-cholesterol (3-O-(L-alanyl)-cholesterol),Z-Ala-cholesterol (0.48 mmol) is placed in tetrahydrofuran (20 ml) and glacial acetic acid (3 ml) and hydrogenated in the presence of 5% palladium on charcoal for 2 hours. The reaction mixture is filtered and concentrated in vacuo.,"{""Reactants, Solvents, Catalysts"": {""A"": ""Z-Ala-cholesterol"", ""B"": ""tetrahydrofuran"", ""C"": ""glacial acetic acid"", ""D"": ""5% palladium on charcoal""}, ""Products"": {}, ""Reaction Steps"": {""1 (Reaction, Hydrogenate)"": ""A+B+C+D->mixture1"", ""2 (Work-up, Filter)"": ""mixture1->mixture2"", ""3 (Work-up, Concentrate)"": ""mixture2->mixture3""}}",
17,Lithium 2-isopropyl-4-phenylindenide,"To a toluene solution (25 ml) of 2-isopropyl-4-phenylindene (3.34 g, 14.25 mmol), in a glovebox filled with argon, was added n-butyl lithium(5.500 ml, 13.75 mmol). The mixture was stirred at room temperature overnight. The toluene was removed under reduced pressure. Hexane (20 ml) was added and removed under reduced pressure then added again (50 ml). The mixture was stirred for 1 h then filtered, washed with about 15 ml hexane and the filtrate dried under vacuum. The lithium indenide product (3.09 g) was obtained as an orange-brown powder. This material was stored in the glovebox until needed.","{""Reactants, Solvents, Catalysts"": {""A"": ""2-isopropyl-4-phenylindene"", ""B"": ""toluene"", ""C"": ""n-butyl lithium"", ""D"": ""hexane""}, ""Products"": {""E"": ""lithium 2-isopropyl-4-phenylindenide""}, ""Reaction Steps"": {""1 (Reaction, Add)"": ""A+B+C->mixture1"", ""2 (Reaction, Stir)"": ""mixture1->mixture2"", ""3 (Work-up, Evaporate)"": ""mixture2->mixture3"", ""4 (Work-up, Add and Evaporate)"": ""mixture3+D->mixture4"", ""5 (Work-up, Add)"": ""mixture4+D->mixture5"", ""6 (Work-up, Stir)"": ""mixture5->mixture6"", ""7 (Work-up, Filter)"": ""mixture6->mixture7"", ""8 (Work-up, Wash)"": ""mixture7+D->mixture8"", ""9 (Work-up, Dry)"": ""mixture8->E""}}",
18,"(S)-3-(3,4-dichlorophenyl)-3-(2-hydroxyethyl)pyrrolidine (R,R)-di-p-anisoyltartaric acid","Combine (R,R)-di-p-anisoyltartaric acid (0.8 g, 19 mmol) and aqueous 12 M hydrochloric acid solution (0.16 mL, 19 mmol) in water/methanol (10 mL)/(10 mL). Heat to reflux. Add dropwise, a solution of 3-(3,4-dichlorophenyl)-3-(2-hydroxyethyl)pyrrolidine (1.0 g, 38.5 mmol) in methanol (10 mL). After 15 minutes, slowly cool to ambient temperature. Filter the solid that forms and rinse with water to give (S)-3-(3,4-dichlorophenyl)-3-(2-hydroxyethyl)pyrrolidine (R,R)-di-p-anisoyltartaric acid: mp; 201-204° C. (dec). Analysis by HPLC, as described in Example 5.1.1 indicates an enantiomeric excess of 97%, (97% ee).","{""Reactants, Solvents, Catalysts"": {""A"": ""(R,R)-di-p-anisoyltartaric acid"", ""B"": ""hydrochloric acid"", ""C"": ""water"", ""D"": ""methanol"", ""E"": ""3-(3,4-dichlorophenyl)-3-(2-hydroxyethyl)pyrrolidine""}, ""Products"": {""F"": ""(S)-3-(3,4-dichlorophenyl)-3-(2-hydroxyethyl)pyrrolidine (R,R)-di-p-anisoyltartaric acid""}, ""Reaction Steps"": {""1 (Reaction, Combine)"": ""A+B+C+D->mixture1"", ""2 (Reaction, Heat)"": ""mixture1->mixture2"", ""3 (Reaction, Add dropwise)"": ""mixture2+E+D->mixture3"", ""4 (Reaction, Cool)"": ""mixture3->mixture4"", ""5 (Work-up, Filter)"": ""mixture4->solid1"", ""6 (Work-up, Rinse)"": ""solid1+C->F""}}",
19,"(−)-(4R)-4-(3-thienylmethyl)-4,5-dihydro-1,3-thiazol-2-ylamine hydrochloride","A mixture of 0.94 g of N-(tert-butyl)-N′-[(1R)-2-hydroxy-1-(3-thienylmethyl)ethyl]thiourea in 9.2 cm3 of 6N hydrochloric acid is heated at a temperature in the region of 100° C. with stirring for 3 hours and is then concentrated under reduced pressure (2 kPa) at a temperature in the region of 40° C. A greenish oil is obtained, which is taken up in 10 cm3 of acetone to give a sticky gum. 1.5 cm3 of ethanol are then added, followed by dropwise addition, with stirring, of 6 cm3 of diethyl ether. The crystals obtained are filtered off on a sinter funnel, washed with diethyl ether and then dried in an oven under vacuum (10 Pa) at a temperature in the region of 50° C. 0.5 g of (−)-(4R)-4-(3-thienylmethyl)-4,5-dihydro-1,3-thiazol-2-ylamine hydrochloride is obtained in the form of gray crystals melting at 152° C. 1H NMR spectrum (400 MHz, (CD3)2SO-d6, δ in ppm): 2.99 (mt: 2H); 3.26 (dd, J=11 and 5.5 Hz: 1H); 3.59 (dd, J=11 and 8 Hz: 1H); 4.54 (mt: 1H); 7.10 (dd, J=5.5 and 1 Hz 1H); 7.38 (mt: 1H); 7.54 (dd, J=5 and 3 Hz: 1H); from 9.15 to 10.55 (broad unres. mult.: 3H). (αD20=−4.3±0.5 at a concentration of 0.5% in methanol).","{""Reactants, Solvents, Catalysts"": {""A"": ""N-(tert-butyl)-N'-[(1R)-2-hydroxy-1-(3-thienylmethyl)ethyl]thiourea"", ""B"": ""hydrochloric acid"", ""C"": ""acetone"", ""D"": ""ethanol"", ""E"": ""diethyl ether""}, ""Products"": {""F"": ""(−)-(4R)-4-(3-thienylmethyl)-4,5-dihydro-1,3-thiazol-2-ylamine hydrochloride""}, ""Reaction Steps"": {""1 (Reaction, Heat)"": ""A+B->mixture1"", ""2 (Work-up, Evaporate)"": ""mixture1->mixture2"", ""3 (Work-up, Dissolve)"": ""mixture2+C->mixture3"", ""4 (Work-up, Add)"": ""mixture3+D->mixture4"", ""5 (Work-up, Precipitate)"": ""mixture4+E->mixture5"", ""6 (Work-up, Filter)"": ""mixture5->mixture6"", ""7 (Work-up, Wash)"": ""mixture6+E->mixture7"", ""8 (Work-up, Dry)"": ""mixture7->F""}}",
20,"4,5,7,8,9,10-hexahydropyrido[4,3-b]pyrrolo[3,2,1-hi]indole hydrochloride","A mixture of 1-amino-2,3-dihydroindole (1.0 g, 5.9 mmol), piperidone hydrochloride monohydrate (0.91 g, 5.9 mmol) and isopropanol (29 mL) was brought to reflux for 4 hours. The resulting brown solid was filtered and washed with cold diethylether (20 mL) and dried under Vacuum, affording the title compound (1.01 g, 74%). 1H NMR (CD3OD, 300 MHz) δ7.15 (d, 1H, J=7.7 Hz), 6.85-6.96 (m, 2H), 4.39-4.50 (m, 4H), 3.75 (t, 2H, J=7.3 Hz), 3.57 (t, 2H, J=6.2 Hz), 3.15 (t, 2H, J=6.2 Hz) ppm.","{""Reactants, Solvents, Catalysts"": {""A"": ""1-amino-2,3-dihydroindole"", ""B"": ""piperidone hydrochloride monohydrate"", ""C"": ""isopropanol"", ""D"": ""diethyl ether""}, ""Products"": {""E"": ""4,5,7,8,9,10-hexahydropyrido[4,3-b]pyrrolo[3,2,1-hi]indole hydrochloride""}, ""Reaction Steps"": {""1 (Reaction, Heat)"": ""A+B+C->mixture1"", ""2 (Work-up, Filter)"": ""mixture1->mixture2"", ""3 (Work-up, Wash)"": ""mixture2+D->mixture3"", ""4 (Work-up, Dry)"": ""mixture3->E""}}",
21,"2-nitro-1,4-phenylenediamine hydrochloride","A solution comprising 2-nitro-1,4-phenylenediamine (21.0 g, 137 mmol) in ethanol (350 mL) and 4.0M hydrogen chloride in dioxane (30.8 mL, 123 mmol) was stirred at room temperature for 15 minutes and then diethyl ether (1 L) was added to give a precipitate. The precipitate was collected by filtration, washed with additional diethyl ether and dried in vacuo to provide 2-nitro-1,4-phenylenediamine hydrochloride (23.3 g, 100% yield).","{""Reactants, Solvents, Catalysts"": {""A"": ""2-nitro-1,4-phenylenediamine"", ""B"": ""ethanol"", ""C"": ""hydrogen chloride in dioxane"", ""D"": ""diethyl ether""}, ""Products"": {""E"": ""2-nitro-1,4-phenylenediamine hydrochloride""}, ""Reaction Steps"": {""1 (Reaction, Stir)"": ""A+B+C->mixture1"", ""2 (Work-up, Add)"": ""mixture1+D->mixture2"", ""3 (Work-up, Filter)"": ""mixture2->mixture3"", ""4 (Work-up, Wash)"": ""mixture3+D->mixture4"", ""5 (Work-up, Dry)"": ""mixture4->E""}}",
22,"1-[(2R,3R)-2-(2,4-difluorophenyl)-2-hydroxy-3-[2-oxo-3-[4-(1H-tetrazol-1-yl)phenyl]-1-imidazolidinyl]butyl]-4-[(2,2-dimethylpropanoyloxy)methyl]-1H-1,2,4-triazolium chloride","A mixture of 1-[(1R,2R)-2-(2,4-difluorophenyl)-2-hydroxy-1-methyl-3-(1H-1,2,4-triazol-1-yl)propyl]-3-[4-(1H-tetrazol-1-yl)phenyl]-2-imidazolidinone(0.5 g), chloromethyl pivalate (15.7 g) and acetonitrile (2.4 g) was stirred for 6.5 hours at 100° C. After having been cooled, the mixture was diluted with diisopropyl ether (10 ml), and the resulting powder was collected by filtration. The powder was subjected to silica gel column chromatography (eluent: ethyl acetate→acetone→acetone/ethanol=10/1→acetone/ethanol=5/1) to give 1-[(2R,3R)-2-(2,4-difluorophenyl)-2-hydroxy-3-[2-oxo-3-[4-(1H-tetrazol-1-yl)phenyl]-1-imidazolidinyl]butyl]-4-[(2,2-dimethylpropanoyloxy)methyl]-1H-1,2,4-triazolium chloride(Compound 2, 0.32 g) as a white powder. The above Compound 2 (0.4 g) was crystallized from ethyl acetate (20 ml) to give white crystals (0.3 g) of Compound -2.","{""Reactants, Solvents, Catalysts"": {""A"": ""1-[(1R,2R)-2-(2,4-difluorophenyl)-2-hydroxy-1-methyl-3-(1H-1,2,4-triazol-1-yl)propyl]-3-[4-(1H-tetrazol-1-yl)phenyl]-2-imidazolidinone"", ""B"": ""chloromethyl pivalate"", ""C"": ""acetonitrile"", ""D"": ""diisopropyl ether"", ""E"": ""silica gel"", ""F"": ""ethyl acetate"", ""G"": ""acetone"", ""H"": ""ethanol""}, ""Products"": {""I"": ""1-[(2R,3R)-2-(2,4-difluorophenyl)-2-hydroxy-3-[2-oxo-3-[4-(1H-tetrazol-1-yl)phenyl]-1-imidazolidinyl]butyl]-4-[(2,2-dimethylpropanoyloxy)methyl]-1H-1,2,4-triazolium chloride""}, ""Reaction Steps"": {""1 (Reaction, Stir and Heat)"": ""A+B+C->mixture1"", ""2 (Work-up, Cool)"": ""mixture1->mixture2"", ""3 (Work-up, Dilute)"": ""mixture2+D->mixture3"", ""4 (Work-up, Filter)"": ""mixture3->mixture4"", ""5 (Work-up, Chromatograph)"": ""mixture4+E+F+G+H->I"", ""6 (Work-up, Crystallize)"": ""I+F->I""}}",
23,1-(2-methoxyphenyl)-4-[3-(cyclohexanecarbonyl)-3-(phenyl)butyl]piperazine maleate,"1-(2-Methoxyphenyl)-4-[3-(cyclohexanecarbonyl)-3-(phenyl)butyl]piperazine (prepared directly above) was dissolved in warm methanol (50 mL) followed by addition of maleic acid (26.8 g) and MTBE (200 mL). This mixture was concentrated to a paste and then redissolved by addition of methanol (approximately 15 mL) and MTBE (200 mL). The mixture was seeded and an additional amount of MTBE (300 mL) was added once crystallization was initiated. The mixture was suction filtered, and the solid rinsed with MTBE and vacuum dried for 5 hours at 40° C. to provide the title compound (122 g).","{""Reactants, Solvents, Catalysts"": {""A"": ""1-(2-methoxyphenyl)-4-[3-(cyclohexanecarbonyl)-3-(phenyl)butyl]piperazine"", ""B"": ""methanol"", ""C"": ""maleic acid"", ""D"": ""methyl tert-butyl ether""}, ""Products"": {""E"": ""1-(2-methoxyphenyl)-4-[3-(cyclohexanecarbonyl)-3-(phenyl)butyl]piperazine maleate""}, ""Reaction Steps"": {""1 (Reaction, Dissolve)"": ""A+B->mixture1"", ""2 (Reaction, Add)"": ""mixture1+C+D->mixture2"", ""3 (Work-up, Concentrate)"": ""mixture2->mixture3"", ""4 (Work-up, Dissolve)"": ""mixture3+B+D->mixture4"", ""5 (Reaction, Seed)"": ""mixture4->mixture5"", ""6 (Reaction, Add)"": ""mixture5+D->mixture6"", ""7 (Work-up, Filter)"": ""mixture6->mixture7"", ""8 (Work-up, Rinse)"": ""mixture7+D->mixture8"", ""9 (Work-up, Dry)"": ""mixture8->E""}}",
24,(S)-4-[4-[(4-chlorophenyl)(2-pyridyl)-methoxy]piperidino]butanoic acid monobenzenesulfonic acid salt,"In 25 ml of ethyl acetate was dissolved 0.5 g (1.29 mmol) of (S)-4-[4-[(4-chlorophenyl)(2-pyridyl)methoxy]piperidino]butanoic acid obtained according to Example 1, and then, 0.20 g (1.14 mmol) of benzenesulfonic acid monohydrate was added and the mixture was concentrated under reduced pressure. To the residue was added again 25 ml of ethyl acetate and the mixture was allowed to stand for about one week, part of the syrupy product was crystallized. When the material was stirred by a spatula and further allowed to stand, whole parts were crystallized. This crystals were recrystallized from 5 ml of acetonitrile to afford 0.42 g (Yield: 67.3%, optical purity: 99.2% e.e.) of the desired product as pale gray prisms.","{""Reactants, Solvents, Catalysts"": {""A"": ""(S)-4-[4-[(4-chlorophenyl)(2-pyridyl)methoxy]piperidino]butanoic acid"", ""B"": ""benzenesulfonic acid monohydrate"", ""C"": ""ethyl acetate"", ""D"": ""acetonitrile""}, ""Products"": {""E"": ""(S)-4-[4-[(4-chlorophenyl)(2-pyridyl)-methoxy]piperidino]butanoic acid monobenzenesulfonic acid salt""}, ""Reaction Steps"": {""1 (Reaction, Dissolve)"": ""A+C->mixture1"", ""2 (Reaction, Add)"": ""mixture1+B->mixture2"", ""3 (Work-up, Concentrate)"": ""mixture2->mixture3"", ""4 (Work-up, Add and Stand)"": ""mixture3+C->mixture4"", ""5 (Work-up, Crystallize)"": ""mixture4->mixture5"", ""6 (Work-up, Stir and Stand)"": ""mixture5->mixture6"", ""7 (Work-up, Recrystallize)"": ""mixture6+D->E""}}",
25,creatine monohydrate,"Optimization experiments were performed by varying certain parameters of the reaction scheme in Example 1, as described below. A 1.5 mole equivalent of acetyl chloride was added dropwise to anhydrous ethanol to generate the acidified ethanol. Creatine monohydrate was added to the acidified ethanol at a ratio of 1 g:6 ml of ethanol and the reaction medium was heated to 37° C. for 20 hours. The reaction medium was then allowed to cool to 30° C. prior to filtration and the product (filter cake) was washed with ethanol chilled to 0° C. The amount of ethanol used in the wash was on a 1:1 w/v (g/ml) basis with the quantity of creatine monohydrate employed as the starting material. This reaction scheme yielded an 83 to 86% conversion of creatine monohydrate to CEE HCl.","{""Reactants, Solvents, Catalysts"": {""A"": ""acetyl chloride"", ""B"": ""ethanol"", ""C"": ""creatine monohydrate""}, ""Products"": {""D"": ""CEE HCl""}, ""Reaction Steps"": {""1 (Reaction, Add)"": ""A+B->mixture1"", ""2 (Reaction, Add)"": ""C+mixture1->mixture2"", ""3 (Reaction, Heat)"": ""mixture2->mixture3"", ""4 (Work-up, Cool)"": ""mixture3->mixture4"", ""5 (Work-up, Filter)"": ""mixture4->mixture5"", ""6 (Work-up, Wash)"": ""mixture5+B->D""}}",
